comparison_group,lm_id,cv,control_cv,tissue_abbreviation,metabolite,mz,covariates,main_class,logFC_se,pubchem_cid,chebi_id,tissue,logFC,kegg_id,is_meta,formula,selection_fdr,rt,p_value,adj_p_value,tscore,omics,is_standard,hmdb_id,assay,inchi_key,comparison_average_intensity,super_class,gene_symbol,reference_average_intensity,sex,is_targeted,tissue_code,dataset,refmet_name,meta_reg_het_p,site,neutral_mass,feature_id,sub_class
1w,,-0.24411392,,lung,,,,amino acids and peptides,0.06440149,,,lung,0.03754813,c00079,True,,0.8296551,,0.5598718,1.0,,metabolomics,False,,"metab-t-amines, metab-u-lrppos, metab-u-hilicpos, metab-u-rppos, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,female,True,t66,metab,phenylalanine,0.4521966,"mayo_metab-t-amines,gtech_metab-u-lrppos,broad_met_metab-u-hilicpos,umichigan_metab-u-rppos,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,phenylalanine,amino acids
2w,,-0.24411392,,lung,,,,amino acids and peptides,0.06440149,,,lung,-0.07261406,c00079,True,,0.8296551,,0.2595221,1.0,,metabolomics,False,,"metab-t-amines, metab-u-lrppos, metab-u-hilicpos, metab-u-rppos, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,female,True,t66,metab,phenylalanine,0.4521966,"mayo_metab-t-amines,gtech_metab-u-lrppos,broad_met_metab-u-hilicpos,umichigan_metab-u-rppos,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,phenylalanine,amino acids
4w,,-0.24411392,,lung,,,,amino acids and peptides,0.06440149,,,lung,0.035039168,c00079,True,,0.8296551,,0.5863907,1.0,,metabolomics,False,,"metab-t-amines, metab-u-lrppos, metab-u-hilicpos, metab-u-rppos, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,female,True,t66,metab,phenylalanine,0.4521966,"mayo_metab-t-amines,gtech_metab-u-lrppos,broad_met_metab-u-hilicpos,umichigan_metab-u-rppos,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,phenylalanine,amino acids
8w,,-0.24411392,,lung,,,,amino acids and peptides,0.064406015,,,lung,-0.0046866103,c00079,True,,0.8296551,,0.9419918,1.0,,metabolomics,False,,"metab-t-amines, metab-u-lrppos, metab-u-hilicpos, metab-u-rppos, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,female,True,t66,metab,phenylalanine,0.4521966,"mayo_metab-t-amines,gtech_metab-u-lrppos,broad_met_metab-u-hilicpos,umichigan_metab-u-rppos,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,phenylalanine,amino acids
1w,,0.019564837,0.01988538,ovary,phenylalanine,166.0856,,amino acids and peptides,0.119192,,,ovaries,0.20080726,c00079,False,,0.5441703,6.68,0.10576742,1.0,1.6847378,metabolomics,False,,metab-u-hilicpos,,8.757153,organic acids,,8.556346,female,False,t64,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
2w,,0.019564837,0.01988538,ovary,phenylalanine,166.0856,,amino acids and peptides,0.119192,,,ovaries,0.12895292,c00079,False,,0.5441703,6.68,0.2906822,1.0,1.0818924,metabolomics,False,,metab-u-hilicpos,,8.685299,organic acids,,8.556346,female,False,t64,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
4w,,0.019564837,0.01988538,ovary,phenylalanine,166.0856,,amino acids and peptides,0.119192,,,ovaries,0.03905964,c00079,False,,0.5441703,6.68,0.74614495,1.0,0.32770354,metabolomics,False,,metab-u-hilicpos,,8.595406,organic acids,,8.556346,female,False,t64,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
8w,,0.019564837,0.01988538,ovary,phenylalanine,166.0856,,amino acids and peptides,0.119192,,,ovaries,0.035766132,c00079,False,,0.5441703,6.68,0.76685864,1.0,0.3000716,metabolomics,False,,metab-u-hilicpos,,8.592112,organic acids,,8.556346,female,False,t64,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
1w,,0.1707155,,lung,,,,short-chain acids,0.17898317,,,lung,-0.15083908,c00186,True,,0.6105827,,0.39936513,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,male,True,t66,metab,lactic acid,0.37322488,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
2w,,0.1707155,,lung,,,,short-chain acids,0.17898317,,,lung,0.024027215,c00186,True,,0.6105827,,0.89321053,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,male,True,t66,metab,lactic acid,0.37322488,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
4w,,0.1707155,,lung,,,,short-chain acids,0.17898317,,,lung,-0.22143845,c00186,True,,0.6105827,,0.21601185,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,male,True,t66,metab,lactic acid,0.37322488,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
8w,,0.1707155,,lung,,,,short-chain acids,0.17898317,,,lung,0.113862135,c00186,True,,0.6105827,,0.52467144,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,male,True,t66,metab,lactic acid,0.37322488,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
1w,,0.1707155,,lung,,,,short-chain acids,0.1853568,,,lung,0.3062426,c00186,True,,0.6105827,,0.09849809,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,female,True,t66,metab,lactic acid,0.37322488,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
2w,,0.1707155,,lung,,,,short-chain acids,0.1853568,,,lung,-0.02415156,c00186,True,,0.6105827,,0.8963309,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,female,True,t66,metab,lactic acid,0.37322488,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
4w,,0.1707155,,lung,,,,short-chain acids,0.1853568,,,lung,0.10361591,c00186,True,,0.6105827,,0.5761564,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,female,True,t66,metab,lactic acid,0.37322488,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
8w,,0.1707155,,lung,,,,short-chain acids,0.1853568,,,lung,0.03160852,c00186,True,,0.6105827,,0.86459494,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,female,True,t66,metab,lactic acid,0.37322488,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
1w,,0.20258637,,liver,,,,short-chain acids,0.13939764,,,liver,0.09931158,c00186,True,,0.0054490627,,0.47619623,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,male,True,t68,metab,lactic acid,0.88360417,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
2w,,0.20258637,,liver,,,,short-chain acids,0.13939764,,,liver,0.19844015,c00186,True,,0.0054490627,,0.15457547,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,male,True,t68,metab,lactic acid,0.88360417,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
4w,,0.20258637,,liver,,,,short-chain acids,0.13939764,,,liver,0.09144911,c00186,True,,0.0054490627,,0.51180446,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,male,True,t68,metab,lactic acid,0.88360417,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
8w,,0.20258637,,liver,,,,short-chain acids,0.13939764,,,liver,0.14203045,c00186,True,,0.0054490627,,0.30825663,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,male,True,t68,metab,lactic acid,0.88360417,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
1w,,0.20258637,,liver,,,,short-chain acids,0.13448703,,,liver,0.32899323,c00186,True,,0.0054490627,,0.014433794,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,female,True,t68,metab,lactic acid,0.88360417,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
2w,,0.20258637,,liver,,,,short-chain acids,0.13448703,,,liver,0.060902096,c00186,True,,0.0054490627,,0.65065867,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,female,True,t68,metab,lactic acid,0.88360417,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
4w,,0.20258637,,liver,,,,short-chain acids,0.13448703,,,liver,0.38848466,c00186,True,,0.0054490627,,0.0038691137,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,female,True,t68,metab,lactic acid,0.88360417,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
8w,,0.20258637,,liver,,,,short-chain acids,0.13448703,,,liver,0.38943854,c00186,True,,0.0054490627,,0.0037827408,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,female,True,t68,metab,lactic acid,0.88360417,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
1w,,0.13994372,,kidney,,,,short-chain acids,0.11677237,,,kidney,0.1321402,c00186,True,,0.67947066,,0.25780046,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,male,True,t59,metab,lactic acid,0.9739882,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
2w,,0.13994372,,kidney,,,,short-chain acids,0.11677237,,,kidney,-0.05699924,c00186,True,,0.67947066,,0.62546295,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,male,True,t59,metab,lactic acid,0.9739882,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
4w,,0.13994372,,kidney,,,,short-chain acids,0.11677237,,,kidney,-0.10508613,c00186,True,,0.67947066,,0.36816126,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,male,True,t59,metab,lactic acid,0.9739882,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
8w,,0.13994372,,kidney,,,,short-chain acids,0.11677237,,,kidney,0.15093322,c00186,True,,0.67947066,,0.19616942,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,male,True,t59,metab,lactic acid,0.9739882,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
1w,,0.13994372,,kidney,,,,short-chain acids,0.11289777,,,kidney,0.027688097,c00186,True,,0.67947066,,0.8062634,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,female,True,t59,metab,lactic acid,0.9739882,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
2w,,0.13994372,,kidney,,,,short-chain acids,0.11289777,,,kidney,-0.11303485,c00186,True,,0.67947066,,0.31672326,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,female,True,t59,metab,lactic acid,0.9739882,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
4w,,0.13994372,,kidney,,,,short-chain acids,0.11289777,,,kidney,-0.12917304,c00186,True,,0.67947066,,0.25255752,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,female,True,t59,metab,lactic acid,0.9739882,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
8w,,0.13994372,,kidney,,,,short-chain acids,0.11289777,,,kidney,0.019458257,c00186,True,,0.67947066,,0.86316013,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,female,True,t59,metab,lactic acid,0.9739882,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
1w,,0.047457114,0.057026308,adrnl,phenylalanine,166.0854,,amino acids and peptides,0.36388716,,,adrenal,-0.56710505,c00079,False,,0.21824142,6.48,0.1330409,1.0,-1.5584642,metabolomics,False,,metab-u-hilicpos,,12.224693,organic acids,,12.791799,male,False,t60,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
2w,,0.047457114,0.057026308,adrnl,phenylalanine,166.0854,,amino acids and peptides,0.36388716,,,adrenal,-0.6586092,c00079,False,,0.21824142,6.48,0.08364876,1.0,-1.809927,metabolomics,False,,metab-u-hilicpos,,12.133189,organic acids,,12.791799,male,False,t60,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
4w,,0.047457114,0.057026308,adrnl,phenylalanine,166.0854,,amino acids and peptides,0.36388716,,,adrenal,0.075430155,c00079,False,,0.21824142,6.48,0.8376429,1.0,0.20728996,metabolomics,False,,metab-u-hilicpos,,12.8672285,organic acids,,12.791799,male,False,t60,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
8w,,0.047457114,0.057026308,adrnl,phenylalanine,166.0854,,amino acids and peptides,0.36388716,,,adrenal,0.13741714,c00079,False,,0.21824142,6.48,0.7092297,1.0,0.3776367,metabolomics,False,,metab-u-hilicpos,,12.929215,organic acids,,12.791799,male,False,t60,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
1w,,0.047457114,0.057026308,adrnl,phenylalanine,166.0854,,amino acids and peptides,0.35330114,,,adrenal,0.27463973,c00079,False,,0.21824142,6.48,0.4452682,1.0,0.7773531,metabolomics,False,,metab-u-hilicpos,,12.492499,organic acids,,12.21786,female,False,t60,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
2w,,0.047457114,0.057026308,adrnl,phenylalanine,166.0854,,amino acids and peptides,0.33309552,,,adrenal,0.2201859,c00079,False,,0.21824142,6.48,0.5154889,1.0,0.66102934,metabolomics,False,,metab-u-hilicpos,,12.4380455,organic acids,,12.21786,female,False,t60,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
4w,,0.047457114,0.057026308,adrnl,phenylalanine,166.0854,,amino acids and peptides,0.33309552,,,adrenal,0.08336863,c00079,False,,0.21824142,6.48,0.8047007,1.0,0.25028446,metabolomics,False,,metab-u-hilicpos,,12.301229,organic acids,,12.21786,female,False,t60,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
8w,,0.047457114,0.057026308,adrnl,phenylalanine,166.0854,,amino acids and peptides,0.33309552,,,adrenal,0.4137996,c00079,False,,0.21824142,6.48,0.22727199,1.0,1.2422851,metabolomics,False,,metab-u-hilicpos,,12.6316595,organic acids,,12.21786,female,False,t60,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
1w,,0.01647926,0.014814209,colon,phenylalanine,166.0855,,amino acids and peptides,0.10161853,,,colon,0.09048754,c00079,False,,0.42379567,6.67,0.38269475,1.0,0.89046293,metabolomics,False,,metab-u-hilicpos,,8.827652,organic acids,,8.7371645,male,False,t61,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
2w,,0.01647926,0.014814209,colon,phenylalanine,166.0855,,amino acids and peptides,0.10161853,,,colon,0.03822235,c00079,False,,0.42379567,6.67,0.7103598,1.0,0.37613562,metabolomics,False,,metab-u-hilicpos,,8.775387,organic acids,,8.7371645,male,False,t61,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
4w,,0.01647926,0.014814209,colon,phenylalanine,166.0855,,amino acids and peptides,0.10161853,,,colon,-0.019915577,c00079,False,,0.42379567,6.67,0.8463924,1.0,-0.19598371,metabolomics,False,,metab-u-hilicpos,,8.717249,organic acids,,8.7371645,male,False,t61,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
8w,,0.01647926,0.014814209,colon,phenylalanine,166.0855,,amino acids and peptides,0.10161853,,,colon,0.07430062,c00079,False,,0.42379567,6.67,0.47226435,1.0,0.7311719,metabolomics,False,,metab-u-hilicpos,,8.811464,organic acids,,8.7371645,male,False,t61,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
1w,,0.01647926,0.014814209,colon,phenylalanine,166.0855,,amino acids and peptides,0.0912499,,,colon,-0.042670827,c00079,False,,0.42379567,6.67,0.6445398,1.0,-0.46762604,metabolomics,False,,metab-u-hilicpos,,8.734892,organic acids,,8.777563,female,False,t61,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
2w,,0.01647926,0.014814209,colon,phenylalanine,166.0855,,amino acids and peptides,0.0912499,,,colon,-0.14265588,c00079,False,,0.42379567,6.67,0.1318958,1.0,-1.5633538,metabolomics,False,,metab-u-hilicpos,,8.634907,organic acids,,8.777563,female,False,t61,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
4w,,0.01647926,0.014814209,colon,phenylalanine,166.0855,,amino acids and peptides,0.0912499,,,colon,-0.08758952,c00079,False,,0.42379567,6.67,0.3472926,1.0,-0.9598862,metabolomics,False,,metab-u-hilicpos,,8.689973,organic acids,,8.777563,female,False,t61,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
8w,,0.01647926,0.014814209,colon,phenylalanine,166.0855,,amino acids and peptides,0.0912499,,,colon,0.10151015,c00079,False,,0.42379567,6.67,0.27766788,1.0,1.1124413,metabolomics,False,,metab-u-hilicpos,,8.879073,organic acids,,8.777563,female,False,t61,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
1w,,0.021822218,0.025851982,spleen,phenylalanine,166.0849,,amino acids and peptides,0.12818125,,,spleen,-0.11852131,c00079,False,,0.46708912,6.7,0.36511895,1.0,-0.92463845,metabolomics,False,,metab-u-hilicpos,,9.863803,organic acids,,9.982325,male,False,t62,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
2w,,0.021822218,0.025851982,spleen,phenylalanine,166.0849,,amino acids and peptides,0.12818125,,,spleen,-0.16174659,c00079,False,,0.46708912,6.7,0.22012673,1.0,-1.2618586,metabolomics,False,,metab-u-hilicpos,,9.820578,organic acids,,9.982325,male,False,t62,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
4w,,0.021822218,0.025851982,spleen,phenylalanine,166.0849,,amino acids and peptides,0.12818125,,,spleen,-0.11637223,c00079,False,,0.46708912,6.7,0.37371814,1.0,-0.9078725,metabolomics,False,,metab-u-hilicpos,,9.8659525,organic acids,,9.982325,male,False,t62,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
8w,,0.021822218,0.025851982,spleen,phenylalanine,166.0849,,amino acids and peptides,0.12818125,,,spleen,0.1631602,c00079,False,,0.46708912,6.7,0.21625753,1.0,1.2728868,metabolomics,False,,metab-u-hilicpos,,10.145485,organic acids,,9.982325,male,False,t62,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
1w,,0.021822218,0.025851982,spleen,phenylalanine,166.0849,,amino acids and peptides,0.14318399,,,spleen,0.02591242,c00079,False,,0.46708912,6.7,0.85801035,1.0,0.18097287,metabolomics,False,,metab-u-hilicpos,,9.990045,organic acids,,9.964132,female,False,t62,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
2w,,0.021822218,0.025851982,spleen,phenylalanine,166.0849,,amino acids and peptides,0.14318399,,,spleen,-0.10212418,c00079,False,,0.46708912,6.7,0.48303702,1.0,-0.71323735,metabolomics,False,,metab-u-hilicpos,,9.862008,organic acids,,9.964132,female,False,t62,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
4w,,0.021822218,0.025851982,spleen,phenylalanine,166.0849,,amino acids and peptides,0.14318399,,,spleen,-0.040768184,c00079,False,,0.46708912,6.7,0.7784603,1.0,-0.28472584,metabolomics,False,,metab-u-hilicpos,,9.923364,organic acids,,9.964132,female,False,t62,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
8w,,0.021822218,0.025851982,spleen,phenylalanine,166.0849,,amino acids and peptides,0.14318399,,,spleen,-0.06972623,c00079,False,,0.46708912,6.7,0.63099384,1.0,-0.48696944,metabolomics,False,,metab-u-hilicpos,,9.894405,organic acids,,9.964132,female,False,t62,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
1w,,0.020718753,0.011694081,testes,phenylalanine,166.0856,,amino acids and peptides,0.10313364,,,testes,-0.07412927,c00079,False,,0.32406637,6.68,0.4798246,1.0,-0.7187691,metabolomics,False,,metab-u-hilicpos,,8.251518,organic acids,,8.325648,male,False,t63,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
2w,,0.020718753,0.011694081,testes,phenylalanine,166.0856,,amino acids and peptides,0.10313364,,,testes,-0.06511959,c00079,False,,0.32406637,6.68,0.53425825,1.0,-0.6314098,metabolomics,False,,metab-u-hilicpos,,8.260529,organic acids,,8.325648,male,False,t63,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
4w,,0.020718753,0.011694081,testes,phenylalanine,166.0856,,amino acids and peptides,0.10313364,,,testes,0.12942179,c00079,False,,0.32406637,6.68,0.2226435,1.0,1.254894,metabolomics,False,,metab-u-hilicpos,,8.45507,organic acids,,8.325648,male,False,t63,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
8w,,0.020718753,0.011694081,testes,phenylalanine,166.0856,,amino acids and peptides,0.10313364,,,testes,0.1083815,c00079,False,,0.32406637,6.68,0.30468303,1.0,1.0508841,metabolomics,False,,metab-u-hilicpos,,8.43403,organic acids,,8.325648,male,False,t63,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
1w,,0.25626972,,plasma,,,,short-chain acids,0.13433634,,,plasma,-0.21658657,c00186,True,,0.26567528,,0.106902994,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,male,True,t31,metab,lactic acid,0.80087495,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
2w,,0.25626972,,plasma,,,,short-chain acids,0.13433634,,,plasma,-0.17543621,c00186,True,,0.26567528,,0.19157039,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,male,True,t31,metab,lactic acid,0.80087495,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
4w,,0.25626972,,plasma,,,,short-chain acids,0.13433634,,,plasma,-0.05221199,c00186,True,,0.26567528,,0.6975231,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,male,True,t31,metab,lactic acid,0.80087495,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
8w,,0.25626972,,plasma,,,,short-chain acids,0.13532467,,,plasma,-0.109090194,c00186,True,,0.26567528,,0.420164,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,male,True,t31,metab,lactic acid,0.80087495,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
1w,,0.25626972,,plasma,,,,short-chain acids,0.124147564,,,plasma,-0.34567294,c00186,True,,0.26567528,,0.0053631603,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,female,True,t31,metab,lactic acid,0.80087495,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
2w,,0.25626972,,plasma,,,,short-chain acids,0.124147564,,,plasma,-0.16646482,c00186,True,,0.26567528,,0.1799651,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,female,True,t31,metab,lactic acid,0.80087495,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
4w,,0.25626972,,plasma,,,,short-chain acids,0.124147564,,,plasma,-0.21536325,c00186,True,,0.26567528,,0.08278759,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,female,True,t31,metab,lactic acid,0.80087495,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
8w,,0.25626972,,plasma,,,,short-chain acids,0.124147564,,,plasma,-0.05533076,c00186,True,,0.26567528,,0.6558245,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,female,True,t31,metab,lactic acid,0.80087495,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
1w,,0.06354797,0.0721552,smlint,phenylalanine,166.085,,amino acids and peptides,0.33439794,,,small intestine,-0.59768707,c00079,False,,0.13882901,6.69,0.087234184,1.0,-1.7873527,metabolomics,False,,metab-u-hilicpos,,10.163106,organic acids,,10.760794,male,False,t67,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
2w,,0.06354797,0.0721552,smlint,phenylalanine,166.085,,amino acids and peptides,0.33439794,,,small intestine,-0.6475743,c00079,False,,0.13882901,6.69,0.065341115,1.0,-1.936538,metabolomics,False,,metab-u-hilicpos,,10.113219,organic acids,,10.760794,male,False,t67,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
4w,,0.06354797,0.0721552,smlint,phenylalanine,166.085,,amino acids and peptides,0.33439794,,,small intestine,-0.8325962,c00079,False,,0.13882901,6.69,0.020551797,1.0,-2.4898365,metabolomics,False,,metab-u-hilicpos,,9.928197,organic acids,,10.760794,male,False,t67,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
8w,,0.06354797,0.0721552,smlint,phenylalanine,166.085,,amino acids and peptides,0.33439794,,,small intestine,-0.6842606,c00079,False,,0.13882901,6.69,0.052479174,1.0,-2.0462465,metabolomics,False,,metab-u-hilicpos,,10.076533,organic acids,,10.760794,male,False,t67,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
1w,,0.06354797,0.0721552,smlint,phenylalanine,166.085,,amino acids and peptides,0.3924754,,,small intestine,-0.41298753,c00079,False,,0.13882901,6.69,0.30391985,1.0,-1.0522635,metabolomics,False,,metab-u-hilicpos,,10.665856,organic acids,,11.078844,female,False,t67,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
