gene_symbol,feature_id,tissue,assay,sex,comparison_group,logFC,logFC_se,shrunk_logFC,shrunk_logFC_se,p_value,adj_p_value,omics,selection_fdr,comparison_average_intensity,comparison_average_intensity_se,reference_average_intensity,reference_average_intensity_se,source_url,search_api_url,source_json,study,query_gene,match_basis,point_fill,estimate,estimate_se,ci_low,ci_high
BAG3,ensrnog00000020298,hippocampus,transcript-rna-seq,male,4w,0.07195019,0.09927607,1.15426454e-4,0.004113723,0.4686063,1,transcriptomics,1,586.49866,28.369942000000002,557.91296,24.943825,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,1.15426454e-4,0.004113723,-0.003998296546,0.004229149454
BAG3,ensrnog00000020298,hippocampus,transcript-rna-seq,male,8w,0.022980152,0.10530407,0.0017752396,0.029312288,0.82725257,1,transcriptomics,1,609.1694,24.080318,557.91296,24.943825,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.0017752396,0.029312288,-0.0275370484,0.031087527599999998
BAG3,ensrnog00000020298,hippocampus,transcript-rna-seq,female,1w,0.039002866,0.09640232,0.002437466,0.024205504,0.6857831,1,transcriptomics,1,590.5924,12.175709,547.3143,11.601191,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.002437466,0.024205504,-0.021768038,0.02664297
BAG3,ensrnog00000020298,hippocampus,transcript-rna-seq,female,2w,0.18393576,0.10063656,1.3468761e-4,0.0027754921,0.06759112,1,transcriptomics,1,595.9508,10.719865,547.3143,11.601191,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,1.3468761e-4,0.0027754921,-0.0026408044900000003,0.00291017971
BAG3,ensrnog00000020298,hippocampus,transcript-rna-seq,female,4w,0.029037023,0.09978056,3.25837e-4,0.010608641,0.77104455,1,transcriptomics,1,643.4484,87.52766,547.3143,11.601191,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,3.25837e-4,0.010608641,-0.010282804,0.010934478000000001
BAG3,ensrnog00000020298,hippocampus,transcript-rna-seq,female,8w,0.09543117,0.09486597,4.06628e-5,0.0019636133,0.31443584,1,transcriptomics,1,577.96533,31.461422,547.3143,11.601191,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,4.06628e-5,0.0019636133,-0.0019229505,0.0020042761
BAG3,ensrnog00000020298,cortex,transcript-rna-seq,male,1w,0.105734155,0.07520247,6.181137e-5,0.0018314514,0.15972617,1,transcriptomics,1,430.0077,10.699517,400.0807,7.0041494,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,6.181137e-5,0.0018314514,-0.00176964003,0.00189326277
BAG3,ensrnog00000020298,cortex,transcript-rna-seq,male,2w,0.020533165,0.0862577,3.4205936e-5,0.003550387,0.8118466,1,transcriptomics,1,404.74286,12.044398,400.0807,7.0041494,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,3.4205936e-5,0.003550387,-0.003516181064,0.003584592936
BAG3,ensrnog00000020298,cortex,transcript-rna-seq,male,4w,0.09499682,0.07641078,0.0046333484,0.016942004,0.21377996,1,transcriptomics,1,425.09033,10.132174,400.0807,7.0041494,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.0046333484,0.016942004,-0.0123086556,0.0215753524
BAG3,ensrnog00000020298,cortex,transcript-rna-seq,male,8w,0.054185025,0.07843072,3.0458892e-5,0.0018602045,0.48965052,1,transcriptomics,1,418.20358,16.441404,400.0807,7.0041494,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,3.0458892e-5,0.0018602045,-0.001829745608,0.001890663392
BAG3,ensrnog00000020298,cortex,transcript-rna-seq,female,1w,-0.04364159,0.11246866,-0.00516649,0.03870564,0.6979914,1,transcriptomics,1,439.78027,27.277422,454.85458,16.446585,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.00516649,0.03870564,-0.04387213,0.03353915
BAG3,ensrnog00000020298,cortex,transcript-rna-seq,female,2w,-0.0012245134,0.12034627,-4.9065246e-5,0.024090223,0.9918817,1,transcriptomics,1,442.17062,19.562212,454.85458,16.446585,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-4.9065246e-5,0.024090223,-0.024139288246,0.024041157754000002
BAG3,ensrnog00000020298,cortex,transcript-rna-seq,female,4w,-0.07691759,0.11755647,-1.8085551e-5,0.0018065567,0.5129164,1,transcriptomics,1,433.3272,20.363298,454.85458,16.446585,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-1.8085551e-5,0.0018065567,-0.0018246422509999999,0.001788471149
BAG3,ensrnog00000020298,cortex,transcript-rna-seq,female,8w,-0.11792871,0.10884515,-8.209232e-5,0.0034217718,0.27860698,1,transcriptomics,1,426.35944,27.067577,454.85458,16.446585,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-8.209232e-5,0.0034217718,-0.00350386412,0.0033396794799999997
BAG3,ensrnog00000020298,hypothalamus,transcript-rna-seq,male,1w,0.22852452,0.1129723,0.018656373,0.034758266,0.04308998,1,transcriptomics,1,1241.5438,37.169983,1185.7367,36.997433,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.018656373,0.034758266,-0.016101893000000003,0.053414639
BAG3,ensrnog00000020298,hypothalamus,transcript-rna-seq,male,2w,0.05068141,0.123309806,0.001906952,0.023974646,0.6810661,1,transcriptomics,1,1075.6158,15.369008,1185.7367,36.997433,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.001906952,0.023974646,-0.022067694,0.025881598
BAG3,ensrnog00000020298,hypothalamus,transcript-rna-seq,male,4w,0.14932148,0.11319074,0.013737553,0.03873948,0.18710151,1,transcriptomics,1,1176.3494,22.478157,1185.7367,36.997433,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.013737553,0.03873948,-0.025001927,0.052477033
BAG3,ensrnog00000020298,hypothalamus,transcript-rna-seq,male,8w,0.17994592,0.09135511,1.3428998e-4,0.004057593,0.04886804,1,transcriptomics,1,1235.8766,67.43227,1185.7367,36.997433,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,1.3428998e-4,0.004057593,-0.00392330302,0.00419188298
BAG3,ensrnog00000020298,hypothalamus,transcript-rna-seq,female,1w,0.03074153,0.103034504,0.0011833665,0.020277008,0.76542723,1,transcriptomics,1,1194.0905,39.768215,1203.5743,74.90871,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.0011833665,0.020277008,-0.019093641499999998,0.0214603745
BAG3,ensrnog00000020298,hypothalamus,transcript-rna-seq,female,2w,-0.011090727,0.120380096,-2.624873e-4,0.0185205,0.926594,1,transcriptomics,1,1130.8481,38.239624,1203.5743,74.90871,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-2.624873e-4,0.0185205,-0.018782987299999998,0.0182580127
BAG3,ensrnog00000020298,hypothalamus,transcript-rna-seq,female,4w,-0.03071671,0.10758698,-1.34923985e-5,0.0022553308,0.77525663,1,transcriptomics,1,1092.8458,35.125206,1203.5743,74.90871,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-1.34923985e-5,0.0022553308,-0.0022688231985,0.0022418384015000003
BAG3,ensrnog00000020298,hypothalamus,transcript-rna-seq,female,8w,-0.09242841,0.08730647,-3.409074e-5,0.0016838084,0.28975183,1,transcriptomics,1,1124.6053,66.173454,1203.5743,74.90871,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-3.409074e-5,0.0016838084,-0.00171789914,0.0016497176600000002
BAG3,ensrnog00000020298,gastrocnemius,transcript-rna-seq,male,1w,0.06654248,0.057056934,0.015225079,0.034627255,0.24351464,1,transcriptomics,0.14203951,5973.4,216.33595,5639.6807,190.0743,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.015225079,0.034627255,-0.019402176,0.049852334000000005
BAG3,ensrnog00000020298,gastrocnemius,transcript-rna-seq,male,2w,-0.06612472,0.059865154,-0.012748921,0.027148731,0.26934978,1,transcriptomics,0.14203951,5316.7993,103.29425,5639.6807,190.0743,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.012748921,0.027148731,-0.039897652,0.014399809999999999
BAG3,ensrnog00000020298,gastrocnemius,transcript-rna-seq,male,4w,-0.10340139,0.053626675,-0.04186271,0.0439883,0.053833872,1,transcriptomics,0.14203951,5244.0767,140.09215,5639.6807,190.0743,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.04186271,0.0439883,-0.08585101,0.0021255900000000036
BAG3,ensrnog00000020298,gastrocnemius,transcript-rna-seq,male,8w,-0.123567834,0.05568066,-0.07666414,0.049667545,0.026471509,1,transcriptomics,0.14203951,5060.0396,83.700584,5639.6807,190.0743,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.07666414,0.049667545,-0.126331685,-0.026996595000000005
BAG3,ensrnog00000020298,gastrocnemius,transcript-rna-seq,female,1w,-0.017710224,0.08134136,-0.0027485357,0.032100253,0.8276417,1,transcriptomics,0.14203951,4692.1885,172.05418,5052.766,191.77716,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.0027485357,0.032100253,-0.0348487887,0.029351717300000003
BAG3,ensrnog00000020298,gastrocnemius,transcript-rna-seq,female,2w,-0.013374442,0.070677966,-0.0010658354,0.020019488,0.849912,1,transcriptomics,0.14203951,5078.516,114.49384,5052.766,191.77716,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.0010658354,0.020019488,-0.021085323399999998,0.0189536526
BAG3,ensrnog00000020298,gastrocnemius,transcript-rna-seq,female,4w,0.021982223,0.07050511,0.0011645273,0.01645271,0.7552062,1,transcriptomics,0.14203951,5101.8184,142.8144,5052.766,191.77716,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.0011645273,0.01645271,-0.0152881827,0.017617237299999998
BAG3,ensrnog00000020298,gastrocnemius,transcript-rna-seq,female,8w,-0.11024275,0.07642475,-0.014601378,0.033712078,0.1491612,1,transcriptomics,0.14203951,4727.9097,228.99236,5052.766,191.77716,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.014601378,0.033712078,-0.048313456,0.0191107
BAG3,ensrnog00000020298,adrenal,transcript-rna-seq,male,1w,-0.04496794,0.11624459,-0.024244627,0.08549158,0.6988754,1,transcriptomics,0.21260126,2486.3423,185.72865,2390.4631,174.37851,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.024244627,0.08549158,-0.109736207,0.06124695299999999
BAG3,ensrnog00000020298,adrenal,transcript-rna-seq,male,2w,-0.246971,0.10936338,-0.027734065,0.04043288,0.02392943,1,transcriptomics,0.21260126,2124.467,41.671852,2390.4631,174.37851,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.027734065,0.04043288,-0.06816694499999999,0.012698814999999999
BAG3,ensrnog00000020298,adrenal,transcript-rna-seq,male,4w,-0.07663589,0.10362798,-0.0011014671,0.013384308,0.45958585,1,transcriptomics,0.21260126,2344.0603,105.71788,2390.4631,174.37851,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.0011014671,0.013384308,-0.014485775099999999,0.0122828409
BAG3,ensrnog00000020298,adrenal,transcript-rna-seq,male,8w,-0.20188303,0.10624344,-0.08713281,0.07251169,0.057407796,1,transcriptomics,0.21260126,2140.004,54.41129,2390.4631,174.37851,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.08713281,0.07251169,-0.15964450000000002,-0.014621120000000001
BAG3,ensrnog00000020298,adrenal,transcript-rna-seq,female,1w,-0.020483509,0.10248009,-0.012077272,0.07871141,0.84157604,1,transcriptomics,0.21260126,2203.9758,111.83898,2207.9233,106.57186,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.012077272,0.07871141,-0.090788682,0.066634138
BAG3,ensrnog00000020298,adrenal,transcript-rna-seq,female,2w,-0.15420778,0.082465835,-0.090634316,0.068251446,0.06148943,1,transcriptomics,0.21260126,2003.91,33.340225,2207.9233,106.57186,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.090634316,0.068251446,-0.15888576199999999,-0.022382870000000013
BAG3,ensrnog00000020298,adrenal,transcript-rna-seq,female,4w,-0.09420085,0.08259263,-0.03569537,0.05269089,0.25405812,1,transcriptomics,0.21260126,2056.9116,31.954145,2207.9233,106.57186,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.03569537,0.05269089,-0.08838626,0.01699552
BAG3,ensrnog00000020298,adrenal,transcript-rna-seq,female,8w,-0.17075445,0.08587693,-0.097178444,0.07304683,0.046771634,1,transcriptomics,0.21260126,1927.946,114.73316,2207.9233,106.57186,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.097178444,0.07304683,-0.17022527399999998,-0.02413161400000001
BAG3,ensrnog00000020298,vastus lateralis,transcript-rna-seq,male,1w,-0.20985468,0.11770003,-0.014759895,0.03826565,0.07459249,1,transcriptomics,0.61722136,3705.3145,128.20009,4087.8103,232.55127,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.014759895,0.03826565,-0.053025545,0.023505754999999996
BAG3,ensrnog00000020298,vastus lateralis,transcript-rna-seq,male,2w,-0.26582092,0.13199927,-0.02031037,0.03983772,0.044029888,1,transcriptomics,0.61722136,3581.3662,138.51334,4087.8103,232.55127,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.02031037,0.03983772,-0.06014809,0.01952735
BAG3,ensrnog00000020298,vastus lateralis,transcript-rna-seq,male,4w,-0.15490177,0.13501231,-0.003905778,0.026712947,0.2512511,1,transcriptomics,0.61722136,3805.4211,179.87175,4087.8103,232.55127,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.003905778,0.026712947,-0.030618725,0.022807169000000002
BAG3,ensrnog00000020298,vastus lateralis,transcript-rna-seq,male,8w,0.016853135,0.09793463,0.0055686994,0.056340653,0.8633703,1,transcriptomics,0.61722136,3934.0588,168.96814,4087.8103,232.55127,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.0055686994,0.056340653,-0.050771953599999996,0.0619093524
BAG3,ensrnog00000020298,vastus lateralis,transcript-rna-seq,female,1w,0.08316627,0.098641574,0.0074285762,0.0311323,0.39916363,1,transcriptomics,0.61722136,3801.2722,168.06085,3822.0215,268.52655,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.0074285762,0.0311323,-0.0237037238,0.038560876200000004
BAG3,ensrnog00000020298,vastus lateralis,transcript-rna-seq,female,2w,0.08378328,0.105044,0.032302093,0.065669425,0.42510167,1,transcriptomics,0.61722136,3853.045,148.18736,3822.0215,268.52655,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.032302093,0.065669425,-0.033367332000000006,0.09797151800000001
BAG3,ensrnog00000020298,vastus lateralis,transcript-rna-seq,female,4w,0.2081595,0.10345621,0.09045486,0.0857477,0.04421421,1,transcriptomics,0.61722136,4067.8188,61.146927,3822.0215,268.52655,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.09045486,0.0857477,0.004707160000000002,0.17620256
BAG3,ensrnog00000020298,vastus lateralis,transcript-rna-seq,female,8w,-0.003040044,0.0766959,-0.0012845258,0.049858294,0.968382,1,transcriptomics,0.61722136,3852.7798,24.78486,3822.0215,268.52655,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.0012845258,0.049858294,-0.051142819799999996,0.0485737682
BAG3,ensrnog00000020298,spleen,transcript-rna-seq,male,1w,-0.010259232,0.07618553,-8.9091185e-4,0.02245618,0.8928798,1,transcriptomics,0.66525185,1290.0251,50.059547,1282.1947,53.93215,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-8.9091185e-4,0.02245618,-0.023347091849999998,0.02156526815
BAG3,ensrnog00000020298,spleen,transcript-rna-seq,male,2w,-0.051385164,0.084171206,-0.002791205,0.020389726,0.5415413,1,transcriptomics,0.66525185,1232.9944,37.88214,1282.1947,53.93215,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.002791205,0.020389726,-0.023180931000000002,0.017598521
BAG3,ensrnog00000020298,spleen,transcript-rna-seq,male,4w,-0.10064431,0.07615461,-0.0058883587,0.020800224,0.18630847,1,transcriptomics,0.66525185,1213.4628,27.421303,1282.1947,53.93215,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.0058883587,0.020800224,-0.026688582699999998,0.0149118653
BAG3,ensrnog00000020298,spleen,transcript-rna-seq,male,8w,-0.0920732,0.07533279,-0.048008643,0.056997303,0.22162466,1,transcriptomics,0.66525185,1200.9395,26.393553,1282.1947,53.93215,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.048008643,0.056997303,-0.10500594599999999,0.008988660000000002
BAG3,ensrnog00000020298,spleen,transcript-rna-seq,female,1w,-0.06055428,0.07060768,-0.008314777,0.02627248,0.3911045,1,transcriptomics,0.66525185,1307.6917,39.351345,1325.6981,35.774933,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.008314777,0.02627248,-0.034587257,0.017957703
