"study_id","source","contrast","feature_id","accepted_canonical_name","log2_fold_change","p_value","fdr","fdr_method","fdr_family_n","synthetic_seed"
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_008",NA,-0.00897693746777713,0.0282264732437571,0.037323121892352,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_009",NA,0.925228234578437,0.000793345609103622,0.00448006932199693,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_010",NA,-0.0765812088293823,0.220389697412532,0.225078839910671,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_011",NA,-0.0453032793023202,0.254162971011525,0.256838370706383,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_012",NA,-0.252406127043091,0.011495089752532,0.0180906330531652,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_013",NA,-0.140721516350606,0.132839390989533,0.143287432977474,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_014",NA,-0.647627220550588,0.00032171166506736,0.00290068432274935,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_015",NA,-0.0833039645551909,0.19095987629506,0.197119872304579,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_016",NA,0.889504733798925,0.00101144801412903,0.00511047417665193,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_017",NA,-0.408660196993291,0.000925067849976533,0.00493369519987484,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_018",NA,0.421810162716138,0.0123475653314819,0.0190517709759011,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_019",NA,0.188853941691402,0.0802582725418407,0.091723740047818,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_020",NA,0.767568817506887,0.00291483823397543,0.0079949848703326,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_021",NA,0.741669419581889,0.00372039360794757,0.00842915419753145,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_022",NA,-0.131062892951317,0.0815260677001942,0.0920764999908075,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_023",NA,-1.20870076498028,9.58264156325228e-05,0.00250107279211378,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_024",NA,-0.344111027074313,0.028381123938976,0.037323121892352,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_025",NA,0.261642229592041,0.00377555865097763,0.00842915419753145,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_026",NA,-0.384636977307478,0.0089647623730754,0.0159373553299118,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_027",NA,0.411958858291866,0.00976774649217445,0.0164509414605043,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_028",NA,-0.0997808372319304,0.0100030700849612,0.0165295509406693,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_029",NA,-0.42552958509119,0.0182609109923264,0.0268856373505475,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_030",NA,0.0941708593214092,0.16002367609301,0.170691921165877,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_031",NA,0.0182927188630864,0.175015049803834,0.184631261331518,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_032",NA,0.616712034182298,0.00567120881678509,0.011110939722681,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_033",NA,-1.17417994743591,0.00014507916925203,0.00250107279211378,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_034",NA,0.456174683137262,0.00549908805970581,0.0109981761194116,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_035",NA,-0.278417586400818,0.0111490494138826,0.0178384790622122,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_036",NA,0.465376716294487,0.0125027247029351,0.0190517709759011,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_037",NA,4.39243351529332e-05,0.0748743444351314,0.0866016513948508,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_038",NA,-0.876358282201492,0.0016458651003335,0.00570830747358748,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_039",NA,0.207297098022809,0.0360933697063969,0.0438602973647355,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_040",NA,-0.721425264454842,0.00500176580909712,0.010438467775507,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_041",NA,-0.816282542233898,0.000270782045925894,0.00290068432274935,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_042",NA,-0.30562270437661,0.0417221878172332,0.048845488176273,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_043",NA,-0.167708917463486,0.0836073390387481,0.0932157572004952,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_044",NA,-0.803123717693719,0.00120541646901572,0.00550751284385309,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_045",NA,0.210243093369764,0.0388970421249333,0.046100198073995,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_046",NA,-0.0213042984818313,0.304675268584539,0.304675268584539,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_047",NA,0.491060705701613,0.0138641996146528,0.0207962994219791,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_048",NA,0.125878784249649,0.000362585540343669,0.00290068432274935,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_049",NA,-0.27333154587923,0.0220294050118054,0.0311003364872547,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_050",NA,0.672056772574039,0.00225346973762763,0.00655554832764401,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_051",NA,-0.327468352073203,0.0307427215884189,0.0398441111066163,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_052",NA,-0.341561047347475,0.0243843910444138,0.0334414505751961,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_053",NA,0.935953972117512,0.00139394756231261,0.00550751284385309,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_054",NA,0.430389516693616,0.000335704328098571,0.00290068432274935,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_055",NA,-0.930291543784485,0.00144176075731684,0.00550751284385309,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_056",NA,-0.76636420909128,0.00233908622807373,0.00660447876161995,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_057",NA,-0.448971735046099,0.00466780803453968,0.00995799047368465,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_058",NA,-0.348732941852319,0.025081273567543,0.0339127079223117,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_059",NA,0.27108696825215,0.0371195134884055,0.0445434161860866,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_060",NA,-0.678112341721888,0.0052700114827158,0.0107642787732067,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_061",NA,0.900552829549637,0.00174368804801414,0.0057722087106675,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_062",NA,-0.805896081227784,0.000667160998640023,0.00404451470168005,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_063",NA,0.447743631709648,0.00954750582612799,0.0163671528447908,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_064",NA,0.178145897100166,0.0354954798057787,0.0438602973647355,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_065",NA,-0.439128886134442,0.00206144946233037,0.00618434838699111,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_066",NA,-0.720813657943159,0.00202513730812625,0.00618434838699111,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_067",NA,0.305024337807379,0.00807547460827243,0.0148510148442455,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_068",NA,0.353784620972153,0.0318639489935015,0.0402491987286335,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_069",NA,0.0639317615755087,0.0844767799629488,0.0932157572004952,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_070",NA,-0.0829663512645267,0.031128211802044,0.0398441111066163,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_071",NA,0.0360998226642343,0.182816517043777,0.190765061263071,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_072",NA,0.764207056582353,0.0037561220538474,0.00842915419753145,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_073",NA,-0.366903735210128,0.0357396294550521,0.0438602973647355,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_074",NA,0.374253704353781,0.00762200074399332,0.0143472955181051,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_075",NA,0.152842486851523,0.0184838756785014,0.0268856373505475,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_076",NA,-0.229960493866544,0.00414080190173751,0.00903447687651821,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_077",NA,-0.529381009724397,0.00339959931586102,0.00828592942565368,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_078",NA,0.266316391142732,0.020158474496634,0.028883784353386,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_079",NA,-0.666351969195586,0.00201009932586917,0.00618434838699111,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_080",NA,1.20625254030536,8.94553337645959e-05,0.00250107279211378,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_081",NA,-0.879731668203223,0.00141491615574377,0.00550751284385309,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_082",NA,-0.761945416904665,0.000166622007648141,0.00250107279211378,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_083",NA,0.9303308815869,0.00133532428755717,0.00550751284385309,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-ACUTE","MoTrPAC","post-exercise / pre-exercise","MOTRPAC-HUMAN-ACUTE_feature_084",NA,-0.7367073129331,0.00149161806187688,0.00550751284385309,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-TRAINING","MoTrPAC","week 8 / baseline","Leucine","Leucine",0.473650639764099,0.00126598654646619,0.00450128549854645,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-TRAINING","MoTrPAC","week 8 / baseline","Lactate","Lactate",0.510914426502046,0.000374315601823795,0.00189127883026759,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-TRAINING","MoTrPAC","week 8 / baseline","Citrate","Citrate",0.421441858214344,0.00745657357743386,0.0140359032045814,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-TRAINING","MoTrPAC","week 8 / baseline","Succinate","Succinate",1.22841801598066,7.22247942097262e-05,0.000866697530516714,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-TRAINING","MoTrPAC","week 8 / baseline","Pyruvate","Pyruvate",0.390188466968816,0.020787273949738,0.0289214246257224,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-TRAINING","MoTrPAC","week 8 / baseline","Kynurenine","Kynurenine",-0.763628766093111,0.000366806066613469,0.00189127883026759,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-TRAINING","MoTrPAC","week 8 / baseline","Tryptophan","Tryptophan",0.367188177835171,0.00676309415490902,0.013058310260664,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-TRAINING","MoTrPAC","week 8 / baseline","CAR 2:0","CAR 2:0",0.75044646982538,0.000885689097283539,0.00354275638913416,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-TRAINING","MoTrPAC","week 8 / baseline","CAR 4:0;OH","CAR 4:0;OH",0.958432319439414,0.000347603933856978,0.00189127883026759,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-TRAINING","MoTrPAC","week 8 / baseline","Alanine","Alanine",0.428197927272937,0.0221930075340639,0.0304361246181448,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-TRAINING","MoTrPAC","week 8 / baseline","Glutamine","Glutamine",0.646684153158387,0.00769776445579951,0.0142112574568606,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-TRAINING","MoTrPAC","week 8 / baseline","Malate","Malate",0.765151843739648,0.00112111910281447,0.00430509735480758,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-TRAINING","MoTrPAC","week 8 / baseline","MOTRPAC-HUMAN-TRAINING_feature_001",NA,-0.140417876698847,0.0113348395943563,0.0194311535903251,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-TRAINING","MoTrPAC","week 8 / baseline","MOTRPAC-HUMAN-TRAINING_feature_002",NA,0.602402891453063,0.00408246982596393,0.00933135960220326,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-TRAINING","MoTrPAC","week 8 / baseline","MOTRPAC-HUMAN-TRAINING_feature_003",NA,0.605020138211935,0.00619832097084102,0.013058310260664,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-TRAINING","MoTrPAC","week 8 / baseline","MOTRPAC-HUMAN-TRAINING_feature_004",NA,-0.581120255954672,0.00995369787703839,0.0176954628925127,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-TRAINING","MoTrPAC","week 8 / baseline","MOTRPAC-HUMAN-TRAINING_feature_005",NA,-0.667573102263529,0.00391473765432162,0.00916621499548476,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-TRAINING","MoTrPAC","week 8 / baseline","MOTRPAC-HUMAN-TRAINING_feature_006",NA,0.933947282870724,0.00081876731197121,0.00341746356301027,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-TRAINING","MoTrPAC","week 8 / baseline","MOTRPAC-HUMAN-TRAINING_feature_007",NA,1.41969914065479,1.4700723384237e-05,0.000289353064134807,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-TRAINING","MoTrPAC","week 8 / baseline","MOTRPAC-HUMAN-TRAINING_feature_008",NA,-0.687882165350339,0.000144571713970334,0.00138788845411521,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-TRAINING","MoTrPAC","week 8 / baseline","MOTRPAC-HUMAN-TRAINING_feature_009",NA,-0.192423197234053,0.0697484512859636,0.080672907511476,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-TRAINING","MoTrPAC","week 8 / baseline","MOTRPAC-HUMAN-TRAINING_feature_010",NA,0.803514264159809,0.00178726472744709,0.00519931557075516,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-TRAINING","MoTrPAC","week 8 / baseline","MOTRPAC-HUMAN-TRAINING_feature_011",NA,-1.06329001378905,0.00020952278739959,0.00154846306173511,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-TRAINING","MoTrPAC","week 8 / baseline","MOTRPAC-HUMAN-TRAINING_feature_012",NA,0.104235500747409,0.000207888573807233,0.00154846306173511,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-TRAINING","MoTrPAC","week 8 / baseline","MOTRPAC-HUMAN-TRAINING_feature_013",NA,0.00814648078988129,0.0905037600926206,0.102216011398724,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-TRAINING","MoTrPAC","week 8 / baseline","MOTRPAC-HUMAN-TRAINING_feature_014",NA,0.822660498297456,0.00152706913850457,0.00494597341670621,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-TRAINING","MoTrPAC","week 8 / baseline","MOTRPAC-HUMAN-TRAINING_feature_015",NA,1.00089922966017,0.000468916794452622,0.00214361963178341,"Benjamini-Hochberg",96,20260729
"MOTRPAC-HUMAN-TRAINING","MoTrPAC","week 8 / baseline","MOTRPAC-HUMAN-TRAINING_feature_016",NA,0.0722045647439538,0.0900282449584812,0.102216011398724,"Benjamini-Hochberg",96,20260729
